Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
744,CCI-000759,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication policy.,,,9/17/09,NIST,IA-1.2 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
744,CCI-000759,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication policy.,,,9/17/09,NIST,IA-1 b 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
744,CCI-000759,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication policy.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
745,CCI-000760,DISA FSO,The organization develops procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
745,CCI-000760,DISA FSO,The organization develops procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1.1 (v),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
745,CCI-000760,DISA FSO,The organization develops procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
745,CCI-000760,DISA FSO,The organization develops procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
746,CCI-000761,DISA FSO,The organization disseminates to organization-defined personnel or roles procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
746,CCI-000761,DISA FSO,The organization disseminates to organization-defined personnel or roles procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1.1 (vi),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
746,CCI-000761,DISA FSO,The organization disseminates to organization-defined personnel or roles procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,NIST,IA-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
746,CCI-000761,DISA FSO,The organization disseminates to organization-defined personnel or roles procedures to facilitate the implementation of the identification and authentication policy and associated identification and authentication controls.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
747,CCI-000762,DISA FSO,The organization reviews and updates identification and authentication procedures in accordance with the organization-defined frequency.,,,9/17/09,NIST,IA-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
747,CCI-000762,DISA FSO,The organization reviews and updates identification and authentication procedures in accordance with the organization-defined frequency.,,,9/17/09,NIST,IA-1.2 (iv),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
747,CCI-000762,DISA FSO,The organization reviews and updates identification and authentication procedures in accordance with the organization-defined frequency.,,,9/17/09,NIST,IA-1 b 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
747,CCI-000762,DISA FSO,The organization reviews and updates identification and authentication procedures in accordance with the organization-defined frequency.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
748,CCI-000763,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication procedures.,,,9/17/09,NIST,IA-1 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
748,CCI-000763,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication procedures.,,,9/17/09,NIST,IA-1.2 (iii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
748,CCI-000763,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication procedures.,,,9/17/09,NIST,IA-1 b 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
748,CCI-000763,DISA FSO,The organization defines a frequency for reviewing and updating the identification and authentication procedures.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
749,CCI-000764,DISA FSO,The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).,,,9/17/09,NIST,IA-2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
749,CCI-000764,DISA FSO,The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).,,,9/17/09,NIST,IA-2.1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
749,CCI-000764,DISA FSO,The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).,,,9/17/09,NIST,IA-2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
749,CCI-000764,DISA FSO,The information system uniquely identifies and authenticates organizational users (or processes acting on behalf of organizational users).,,,9/17/09,,,,,,draft,technical,5/14/14,5/14/14
750,CCI-000765,DISA FSO,The information system implements multifactor authentication for network access to privileged accounts.,,,9/17/09,NIST,IA-2 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
750,CCI-000765,DISA FSO,The information system implements multifactor authentication for network access to privileged accounts.,,,9/17/09,NIST,IA-2 (1).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
750,CCI-000765,DISA FSO,The information system implements multifactor authentication for network access to privileged accounts.,,,9/17/09,NIST,IA-2 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
750,CCI-000765,DISA FSO,The information system implements multifactor authentication for network access to privileged accounts.,,,9/17/09,,,,,,draft,technical,5/14/14,5/14/14
751,CCI-000766,DISA FSO,The information system implements multifactor authentication for network access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
751,CCI-000766,DISA FSO,The information system implements multifactor authentication for network access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (2).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
751,CCI-000766,DISA FSO,The information system implements multifactor authentication for network access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
751,CCI-000766,DISA FSO,The information system implements multifactor authentication for network access to non-privileged accounts.,,,9/17/09,,,,,,draft,technical,5/14/14,5/14/14
752,CCI-000767,DISA FSO,The information system implements multifactor authentication for local access to privileged accounts.,,,9/17/09,NIST,IA-2 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
752,CCI-000767,DISA FSO,The information system implements multifactor authentication for local access to privileged accounts.,,,9/17/09,NIST,IA-2 (3).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
752,CCI-000767,DISA FSO,The information system implements multifactor authentication for local access to privileged accounts.,,,9/17/09,NIST,IA-2 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
752,CCI-000767,DISA FSO,The information system implements multifactor authentication for local access to privileged accounts.,,,9/17/09,,,,,,draft,technical,5/14/14,5/14/14
753,CCI-000768,DISA FSO,The information system implements multifactor authentication for local access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
753,CCI-000768,DISA FSO,The information system implements multifactor authentication for local access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (4).1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
753,CCI-000768,DISA FSO,The information system implements multifactor authentication for local access to non-privileged accounts.,,,9/17/09,NIST,IA-2 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
753,CCI-000768,DISA FSO,The information system implements multifactor authentication for local access to non-privileged accounts.,,,9/17/09,,,,,,draft,technical,5/14/14,5/14/14
754,CCI-000769,DISA FSO,The organization allows the use of group authenticators only when used in conjunction with an individual/unique authenticator.,,,9/17/09,NIST,IA-2 (5) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
754,CCI-000769,DISA FSO,The organization allows the use of group authenticators only when used in conjunction with an individual/unique authenticator.,,,9/17/09,NIST,IA-2 (5).1 (i),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
754,CCI-000769,DISA FSO,The organization allows the use of group authenticators only when used in conjunction with an individual/unique authenticator.,,,9/17/09,,,,,,draft,policy,5/14/14,5/14/14
755,CCI-000770,DISA FSO,The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.,,,9/17/09,NIST,IA-2 (5) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53,3,draft,,5/14/14,5/14/14
755,CCI-000770,DISA FSO,The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.,,,9/17/09,NIST,IA-2 (5).2 (ii),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53A,1,draft,,5/14/14,5/14/14
755,CCI-000770,DISA FSO,The organization requires individuals to be authenticated with an individual authenticator when a group authenticator is employed.,,,9/17/09,NIST,IA-2 (5),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
